id;catalogNumber;description;gpsLength;gpsWidth;gpsLengthPosition;gpsWidthPosition;indexLevel
256;86;T6L9T;10.0;12.0;S;E;7
299;2;2360H;24.0;2.0;N;E;7
388;41;DO9JX;28.0;3.0;S;E;7
123;47;1MHM9;16.0;7.0;S;E;7
262;25;4DUFG;24.0;6.0;S;E;7
512;58;H6P3U;2.0;19.0;S;E;7
1299;71;XZSBD;3.0;23.0;S;E;7
267;91;DUT02;13.0;19.0;S;E;7
257;69;6UA33;23.0;17.0;S;E;7
597;66;0A2DB;30.0;4.0;S;E;7
737;60;AORWS;37.0;3.0;S;E;7
122;29;40MYG;37.0;15.0;S;E;7
167;85;PDZO5;41.0;8.0;S;W;7
752;97;ZMVI5;30.0;26.0;S;E;7
1544;41;QASYM;41.0;26.0;S;E;7
1040;1;NTGM5;43.0;25.0;S;E;7
68;80;FUSRW;5.0;32.0;N;E;7
203;84;X4L3T;26.0;27.0;S;W;7
38;23;336CB;15.0;52.0;S;E;7
49;32;MYS4L;23.0;33.0;S;E;7
60;19;WX9SJ;36.0;40.0;S;E;7
951;70;K2BSW;39.0;55.0;S;E;7
313;5;3OT0G;36.0;70.0;N;W;7
238;95;MRNRQ;38.0;67.0;S;E;7
1970;86;0QH0J;7.0;76.0;S;E;7
673;55;HA360;11.0;74.0;S;E;7
410;21;KYU3S;2.0;87.0;S;E;7
359;55;OPHRE;6.0;92.0;S;E;7
18;6;58I7H;32.0;92.0;N;E;7
31;85;QBG43;35.0;87.0;S;E;7
1288;65;U5FOP;26.0;98.0;S;E;7
958;12;AA72N;36.0;99.0;S;E;7
182;10;1KHLV;43.0;29.0;S;E;7
233;97;3WM92;40.0;36.0;S;E;7
2870;69;PXYCZ;45.0;47.0;S;E;7
201;68;6XFHT;43.0;49.0;S;E;7
246;24;QD161;42.0;98.0;S;E;7
382;96;H5W1O;44.0;68.0;N;E;7
556;59;CDPZT;45.0;68.0;S;E;7
600;64;12H5Z;46.0;17.0;N;E;7
562;11;GTLH6;46.0;91.0;S;E;7
67;72;LH91G;51.0;24.0;S;E;7
27;2;5T80Z;62.0;9.0;S;E;7
97;2;M0ARZ;68.0;78.0;S;E;7
50;56;6FXHL;84.0;71.0;S;E;7
661;33;L529I;51.0;94.0;S;E;7
1084;80;NM6NT;49.0;98.0;S;E;7
1208;43;F4BDY;55.0;97.0;S;E;7
1634;8;9NT3W;61.0;94.0;N;E;7
474;22;3YA62;74.0;94.0;S;E;7
343;39;9LMLS;70.0;95.0;N;E;7
638;40;VS234;89.0;97.0;S;E;7
322;82;IQ3L3;91.0;23.0;S;W;7
173;23;6JTTT;92.0;3.0;S;E;7
105;35;SBAU5;99.0;16.0;S;E;7
275;59;T3KT1;92.0;58.0;S;E;7
642;38;5EEEO;99.0;60.0;S;E;7
357;86;CI8Y6;93.0;75.0;S;E;7
339;19;FRE66;99.0;66.0;S;W;7
103;23;3V3X4;96.0;84.0;S;E;7
577;77;L11N9;99.0;91.0;S;E;7
2878;86;UP7GC;47.0;99.0;S;E;7
2876;55;2A874;89.0;99.0;S;E;7
537;63;33ICV;1.0;2.0;S;W;8
491;16;FLPHK;10.0;4.0;S;E;8
1564;7;I54LS;3.0;9.0;S;E;8
1003;91;AP9ZY;8.0;14.0;S;E;8
281;11;209WB;10.0;12.0;S;E;8
430;88;MQ28R;11.0;2.0;S;E;8
782;51;RSFTC;26.0;1.0;S;E;8
499;31;L3GM9;16.0;7.0;S;E;8
221;16;35MJV;16.0;9.0;S;E;8
873;91;IIHQJ;20.0;4.0;S;W;8
367;37;T2GO1;23.0;12.0;S;E;8
532;23;AY355;2.0;19.0;S;E;8
864;73;33DEZ;6.0;20.0;S;E;8
1341;74;GECJ7;3.0;23.0;S;E;8
1790;88;ZBD6M;9.0;24.0;N;E;8
276;37;0P25X;17.0;17.0;S;E;8
670;88;1O8J4;15.0;25.0;S;E;8
1123;50;MEY3T;23.0;17.0;S;E;8
418;85;ZA2HY;26.0;23.0;S;E;8
613;77;3BOOT;35.0;4.0;S;E;8
1274;51;CV00Z;37.0;3.0;S;E;8
1667;67;07PYX;45.0;4.0;S;E;8
176;24;NSSL3;33.0;12.0;S;E;8
544;17;S3SLO;38.0;23.0;S;E;8
243;47;6JFVV;45.0;8.0;N;E;8
335;52;WXH06;45.0;19.0;S;E;8
837;38;NTHIE;30.0;26.0;S;E;8
2214;65;NN33A;41.0;26.0;S;E;8
1111;80;RYPL5;45.0;25.0;N;E;8
254;1;K7UUP;9.0;28.0;S;E;8
424;23;754PV;26.0;27.0;S;W;8
375;76;4EX9G;27.0;32.0;S;E;8
43;87;EL4U6;8.0;36.0;S;E;8
75;5;GOB39;8.0;67.0;S;E;8
616;23;QN7CF;23.0;33.0;S;E;8
62;7;5TOXO;25.0;58.0;S;W;8
71;0;E6QQI;37.0;32.0;S;E;8
205;60;A3O7C;34.0;45.0;S;E;8
1138;94;6B54P;39.0;55.0;S;E;8
615;80;HKGUE;36.0;70.0;N;W;8
746;27;5KY5Z;36.0;73.0;S;E;8
297;67;DXW00;38.0;67.0;S;E;8
328;61;4WORW;38.0;69.0;S;E;8
3271;61;1598L;5.0;75.0;S;E;8
718;14;8EJBJ;11.0;74.0;S;E;8
568;15;L3XMH;3.0;79.0;S;E;8
823;12;WJSK7;3.0;97.0;S;E;8
519;4;DGQGJ;7.0;78.0;S;E;8
756;51;C60EF;9.0;99.0;S;E;8
24;7;OHYYR;17.0;88.0;S;E;8
37;75;QF8KX;15.0;93.0;S;E;8
136;36;48ZSN;35.0;75.0;S;E;8
231;36;YDAUT;38.0;94.0;S;E;8
1531;33;U2BZ5;26.0;98.0;S;E;8
1576;1;EE3PF;32.0;99.0;S;E;8
1140;54;ZCLCS;36.0;99.0;S;E;8
1157;42;UHBO1;41.0;28.0;S;E;8
333;84;81HR9;41.0;30.0;N;E;8
878;16;4EOI2;41.0;34.0;S;E;8
260;19;N0PDC;44.0;41.0;S;E;8
641;31;QR1RX;40.0;49.0;S;E;8
273;57;W1TAU;41.0;57.0;S;E;8
340;78;T1UF3;42.0;98.0;S;E;8
475;85;UQG9C;44.0;66.0;S;E;8
1507;3;3XHYZ;44.0;83.0;S;E;8
1538;23;H1CC2;45.0;68.0;S;E;8
589;9;MALR9;45.0;78.0;S;E;8
874;59;UILB0;46.0;17.0;N;E;8
622;1;FYOQD;46.0;33.0;S;E;8
1958;60;Z3K9D;46.0;91.0;S;E;8
81;50;HRE20;49.0;7.0;S;E;8
128;84;H8670;49.0;27.0;S;E;8
34;9;A1B69;81.0;1.0;S;E;8
30;95;TOKYM;72.0;42.0;S;E;8
111;79;AZQ74;49.0;73.0;S;E;8
148;25;5YH9S;67.0;87.0;S;E;8
225;67;I0TRV;89.0;70.0;S;E;8
53;92;9AABW;82.0;87.0;N;E;8
915;70;U4D79;49.0;94.0;S;E;8
1113;71;VXJ4A;49.0;98.0;S;E;8
1658;79;LNCUW;55.0;95.0;S;E;8
2795;56;B2VSL;60.0;98.0;S;E;8
2195;4;YJV42;63.0;94.0;S;E;8
485;7;FJIBC;78.0;93.0;S;E;8
1098;7;N1QUV;78.0;95.0;N;E;8
380;56;VIW8J;74.0;98.0;S;E;8
1410;6;303CK;89.0;97.0;S;E;8
867;3;JOEL8;83.0;98.0;S;E;8
527;11;MSLVO;91.0;7.0;S;E;8
383;52;GN6K0;91.0;50.0;S;E;8
545;3;LBEZU;92.0;3.0;S;E;8
202;49;139U4;93.0;44.0;S;E;8
141;4;FGZFM;96.0;9.0;S;E;8
168;78;SN5UL;96.0;26.0;S;E;8
289;13;UXJTU;96.0;57.0;N;E;8
371;20;7Q51S;92.0;65.0;N;E;8
840;52;DA90L;99.0;60.0;S;E;8
1692;90;THKG9;99.0;64.0;S;E;8
432;33;F75N1;93.0;71.0;S;E;8
413;78;00L65;92.0;81.0;N;E;8
763;70;5H27E;99.0;66.0;S;W;8
344;81;S35UE;95.0;73.0;S;E;8
130;82;HWZHI;96.0;84.0;S;E;8
324;11;VQ2H4;95.0;86.0;S;E;8
1074;18;CUBQA;99.0;91.0;S;E;8
1486;17;6J4B4;99.0;93.0;S;E;8
2975;35;B6RZX;55.0;99.0;N;E;8
3057;4;S8LWW;89.0;99.0;S;E;8
595;62;KN98K;1.0;2.0;S;W;9
849;50;YAKQH;7.0;1.0;S;E;9
588;0;JQDXE;10.0;8.0;S;E;9
1900;17;A3PNN;3.0;9.0;S;E;9
3971;64;096ZQ;5.0;9.0;S;E;9
1106;39;G4UBW;6.0;11.0;S;E;9
389;60;WBCQL;10.0;12.0;S;E;9
1159;59;0IZVI;11.0;2.0;S;E;9
465;65;ZNTOH;17.0;1.0;S;W;9
4798;79;JEY18;26.0;1.0;S;E;9
968;34;B9J2K;28.0;3.0;S;E;9
565;68;Y4YSH;12.0;7.0;S;E;9
222;81;ZAI6G;14.0;13.0;S;E;9
1984;88;HSGQ8;19.0;14.0;S;E;9
2193;90;TBW3Y;20.0;4.0;S;W;9
1754;43;N5A97;22.0;6.0;S;E;9
515;21;MH7FR;23.0;12.0;S;E;9
825;76;GWWMI;27.0;15.0;S;E;9
696;13;67CA1;2.0;19.0;S;E;9
1532;52;G3RGX;10.0;16.0;N;E;9
1492;41;IOOR3;6.0;20.0;S;E;9
1036;93;UD9EF;9.0;22.0;S;E;9
1533;95;KETW8;3.0;23.0;S;E;9
2653;27;7BG6L;9.0;24.0;N;E;9
326;89;BJ0S8;17.0;17.0;S;E;9
898;38;Z2RHM;13.0;25.0;S;E;9
1083;30;F6CK9;16.0;24.0;S;E;9
2123;23;HY57R;23.0;17.0;S;E;9
1397;21;FUO2M;28.0;17.0;S;E;9
490;12;7SP87;19.0;18.0;N;E;9
528;57;R4RO6;27.0;21.0;S;E;9
901;38;QERQZ;35.0;2.0;S;E;9
3273;13;307QW;37.0;3.0;S;E;9
1289;55;T0ROQ;41.0;1.0;S;E;9
1963;0;N1LOE;45.0;4.0;S;E;9
372;71;B50KH;33.0;8.0;S;E;9
284;4;YYA0E;38.0;11.0;S;E;9
637;40;5IBW8;34.0;23.0;N;E;9
263;54;LD4IC;41.0;6.0;S;E;9
350;51;7MXUG;45.0;21.0;S;E;9
1872;53;WBBJS;30.0;26.0;S;E;9
904;19;DJWZX;33.0;25.0;S;E;9
2336;95;ILQE3;41.0;26.0;S;E;9
2093;46;IH3QU;43.0;25.0;S;E;9
364;49;S1RLE;5.0;32.0;N;E;9
288;72;GEEBC;16.0;32.0;S;E;9
563;43;V3GSI;27.0;32.0;S;E;9
51;99;4TW53;6.0;42.0;S;E;9
135;20;66ZIO;12.0;43.0;S;E;9
95;59;4JXA0;4.0;67.0;S;E;9
94;0;5RHBH;15.0;69.0;S;E;9
1942;84;R0MGL;23.0;33.0;S;E;9
120;98;RE01S;18.0;47.0;S;E;9
104;10;G0196;26.0;50.0;S;E;9
145;17;XQHE2;33.0;29.0;S;E;9
227;89;XIN34;31.0;41.0;S;E;9
337;74;Y28D9;36.0;48.0;S;E;9
1694;87;3OLE1;39.0;51.0;S;E;9
729;71;RVW7F;30.0;69.0;S;E;9
879;79;H5XQ8;36.0;73.0;S;E;9
1933;20;66AUO;38.0;67.0;S;E;9
1197;99;IAJ73;38.0;69.0;S;E;9
4308;69;1TSU4;5.0;75.0;S;E;9
1433;7;R9XLK;11.0;74.0;S;E;9
699;19;IKSH7;3.0;79.0;S;E;9
1419;32;Y2KN7;3.0;95.0;S;E;9
521;40;ZBEP1;4.0;89.0;S;E;9
541;26;9ANBR;10.0;92.0;S;E;9
946;56;EE1DC;9.0;95.0;S;E;9
116;66;EYU0F;13.0;75.0;S;E;9
25;43;6MK6X;21.0;82.0;S;E;9
264;91;J44Y1;15.0;93.0;S;E;9
64;49;9CY2Y;17.0;96.0;S;E;9
234;0;O78E0;35.0;81.0;S;E;9
547;82;BZ0KF;39.0;81.0;S;E;9
330;13;Q7NN2;38.0;96.0;S;E;9
1758;13;5SM4H;26.0;98.0;S;E;9
1663;34;G3XW9;32.0;99.0;S;E;9
1669;99;TFXZQ;36.0;99.0;S;E;9
1442;69;WRDNX;38.0;98.0;S;E;9
1353;83;2PCJX;41.0;28.0;S;E;9
2374;41;3GNOU;43.0;29.0;S;E;9
1482;59;WB10E;41.0;30.0;N;E;9
1348;77;VK44Q;41.0;34.0;S;E;9
1546;51;DSCO8;44.0;33.0;S;E;9
404;47;NA8VV;44.0;39.0;S;E;9
1938;52;G1ITU;40.0;49.0;S;E;9
847;32;UW06Q;43.0;49.0;S;E;9
507;96;6FUP1;41.0;57.0;S;E;9
308;46;7CYOV;42.0;72.0;S;E;9
470;32;LZ8Y7;42.0;86.0;N;E;9
394;31;M8BXK;43.0;94.0;N;E;9
478;52;0IJXB;44.0;68.0;N;E;9
3544;85;7LO70;44.0;83.0;S;E;9
4635;38;40ZRZ;45.0;68.0;S;E;9
659;33;WLDRZ;45.0;81.0;S;E;9
1922;18;RTEYO;46.0;17.0;N;E;9
717;98;ZC04W;46.0;89.0;S;E;9
2291;0;N6MC5;46.0;91.0;S;E;9
305;83;KS5Y2;47.0;21.0;S;E;9
653;21;RKHMY;51.0;24.0;S;E;9
217;74;66VP2;47.0;48.0;S;E;9
129;4;2TVHT;50.0;57.0;S;E;9
40;85;U62G4;81.0;7.0;N;E;9
73;10;1A4Y4;87.0;4.0;S;E;9
45;22;GWTSZ;58.0;23.0;S;E;9
41;95;X46PO;90.0;11.0;N;W;9
393;93;9AIRO;47.0;71.0;N;E;9
177;23;1WK2X;60.0;73.0;S;E;9
181;74;IR9W5;54.0;84.0;S;E;9
1120;80;3ZCRM;70.0;89.0;S;E;9
266;30;WDGQ8;74.0;70.0;S;E;9
114;4;VUCRD;76.0;72.0;S;E;9
100;69;U0JVW;87.0;76.0;S;E;9
2001;89;XROMA;49.0;94.0;S;E;9
1604;1;KI08V;57.0;93.0;S;E;9
3028;49;0J7NE;49.0;98.0;S;E;9
1810;9;A6CUE;55.0;97.0;S;E;9
2437;89;BBFS9;60.0;96.0;S;E;9
2835;25;YCUKU;60.0;98.0;S;E;9
2766;93;NCTHA;61.0;94.0;N;E;9
504;19;JGSNX;74.0;94.0;S;E;9
610;20;ZMW8W;87.0;93.0;S;E;9
1102;55;J6QO1;70.0;95.0;N;E;9
429;47;SJF1P;74.0;98.0;S;E;9
745;31;KZA8I;78.0;97.0;S;E;9
1957;38;ZOMC6;80.0;95.0;S;E;9
1231;98;BZMLA;83.0;98.0;S;E;9
733;63;RQ1RC;91.0;23.0;S;W;9
1339;66;J7QLT;91.0;50.0;S;E;9
2658;87;1A7MX;92.0;3.0;S;E;9
230;52;UNUGJ;92.0;38.0;S;E;9
425;69;EVRYQ;95.0;1.0;S;E;9
199;93;BGS6R;98.0;8.0;S;E;9
298;30;FKJCR;95.0;24.0;S;E;9
307;49;MSC2F;97.0;20.0;S;E;9
755;43;0OX6Z;96.0;57.0;N;E;9
685;11;U23TQ;92.0;65.0;N;E;9
437;44;HQ9A7;94.0;59.0;S;E;9
1261;34;290MY;99.0;60.0;S;E;9
3772;47;123EF;99.0;64.0;S;E;9
439;44;8M335;91.0;67.0;S;E;9
625;95;XM4UW;91.0;93.0;S;E;9
3136;25;NIQVC;93.0;92.0;S;E;9
1428;51;IWDSD;99.0;66.0;S;W;9
774;1;I0WKN;95.0;67.0;S;E;9
461;97;LX6JG;96.0;78.0;S;W;9
1252;91;MZ461;96.0;84.0;S;E;9
1052;47;636AP;95.0;96.0;S;E;9
508;87;YG14Z;97.0;97.0;N;E;9
1655;54;05BKR;99.0;87.0;S;E;9
1915;35;LLPLT;99.0;93.0;S;E;9
3121;0;2YD4I;55.0;99.0;N;E;9
3330;34;CYU1B;89.0;99.0;S;E;9
762;23;XAG3V;1.0;2.0;S;W;10
1971;64;XG1GQ;7.0;1.0;S;E;10
689;69;2LJY8;10.0;8.0;S;E;10
2263;4;JOGV3;3.0;9.0;S;E;10
4514;84;H8J0R;5.0;9.0;S;E;10
1824;7;O0DIF;6.0;11.0;S;E;10
1163;25;MHCTY;8.0;14.0;S;E;10
1321;50;9C4NE;10.0;10.0;S;E;10
1375;87;L9AZW;11.0;2.0;S;E;10
598;44;KX8IU;18.0;1.0;S;E;10
998;53;7103V;13.0;2.0;S;E;10
4945;70;LF7D0;26.0;1.0;S;E;10
2289;65;29N65;28.0;3.0;S;E;10
707;21;VV6WO;16.0;5.0;S;E;10
247;55;OTAJZ;16.0;13.0;S;E;10
1897;2;3J5TS;13.0;15.0;S;E;10
2256;29;DLM4G;17.0;15.0;S;W;10
4147;36;MA7EX;20.0;4.0;S;W;10
2158;89;EQ66H;24.0;6.0;S;E;10
592;44;TDYSB;20.0;8.0;S;E;10
1045;66;6FIP6;27.0;11.0;S;E;10
1058;16;ZURFB;2.0;17.0;S;E;10
1708;16;Q1F0Y;10.0;16.0;N;E;10
1608;49;ZWY5B;6.0;17.0;S;E;10
4184;81;DFMTQ;6.0;20.0;S;E;10
1794;7;7X3VB;5.0;22.0;S;W;10
1852;22;8JOEY;9.0;20.0;S;E;10
1765;69;XV52D;3.0;23.0;S;E;10
3662;82;JARC4;9.0;24.0;N;E;10
3575;42;4J5Z1;5.0;26.0;S;E;10
2109;27;6OSMD;17.0;17.0;S;E;10
789;25;MU471;13.0;19.0;S;E;10
918;14;J9VSN;11.0;23.0;S;E;10
1847;64;TPJ1Y;17.0;22.0;S;E;10
3008;22;N5TWK;23.0;17.0;S;E;10
1479;83;U7NEE;28.0;17.0;S;E;10
516;44;8TMMB;19.0;18.0;N;E;10
692;95;I1IJU;20.0;24.0;S;E;10
1756;69;V1S6N;27.0;21.0;S;E;10
2054;69;1ETT3;35.0;2.0;S;E;10
1465;38;M8AOO;35.0;4.0;S;E;10
3668;42;RKRUU;37.0;3.0;S;E;10
1695;21;NX9HQ;41.0;1.0;S;E;10
1668;64;QS6OT;45.0;2.0;S;E;10
2028;57;G7T5A;45.0;4.0;S;E;10
550;93;55LJW;33.0;8.0;S;E;10
1000;32;Q36II;33.0;12.0;S;E;10
1720;41;COI9F;38.0;11.0;S;E;10
634;25;P776S;35.0;14.0;S;E;10
882;50;4PQNW;34.0;17.0;S;E;10
396;74;WMF09;39.0;5.0;S;E;10
662;81;R5P7G;45.0;8.0;N;E;10
412;54;1HNRV;44.0;12.0;S;E;10
480;27;HKYIT;40.0;22.0;S;E;10
2516;25;322JY;30.0;26.0;S;E;10
1265;61;1Q0HB;37.0;25.0;S;E;10
3349;12;ICVBH;41.0;26.0;S;E;10
2355;58;2NG1C;43.0;25.0;S;E;10
435;11;TT4ZA;5.0;32.0;N;E;10
292;93;3CUIK;15.0;28.0;S;E;10
703;29;GJ7S7;26.0;30.0;S;E;10
87;11;2PLAX;8.0;41.0;S;E;10
345;88;W65NC;1.0;52.0;S;E;10
282;95;Q9YXG;12.0;35.0;S;E;10
295;31;2LUJ3;9.0;49.0;S;E;10
126;44;S1J0J;8.0;59.0;S;E;10
183;25;QL9FB;4.0;69.0;S;E;10
158;62;F68LO;14.0;60.0;S;E;10
286;96;7CBOH;11.0;72.0;N;E;10
2822;49;IFX3O;23.0;33.0;S;E;10
138;23;721W0;20.0;36.0;S;E;10
150;56;FNARA;24.0;73.0;S;E;10
210;53;Q4P42;26.0;50.0;S;E;10
117;97;KPTO6;28.0;73.0;S;E;10
1010;71;YRFHA;33.0;29.0;S;E;10
206;74;PGMWP;29.0;34.0;S;E;10
971;19;FW6MS;32.0;41.0;N;E;10
252;78;B0DVT;31.0;55.0;S;E;10
1268;49;ND8HS;36.0;44.0;S;E;10
574;54;OFZ9K;36.0;66.0;S;E;10
2299;8;CCVZF;39.0;51.0;S;E;10
1821;51;DCX0E;30.0;69.0;S;E;10
831;85;T4QE0;36.0;70.0;N;W;10
2157;88;5X9AM;32.0;72.0;S;E;10
2666;89;8BRI2;38.0;67.0;S;E;10
1293;37;6KL3M;38.0;69.0;S;E;10
3251;50;EG75T;11.0;74.0;S;E;10
1621;71;L6IB0;3.0;79.0;S;E;10
938;46;E17WO;3.0;81.0;S;E;10
1645;28;R9O1S;3.0;95.0;S;E;10
2421;30;RKY60;3.0;97.0;S;E;10
572;94;YWX8Q;6.0;88.0;N;E;10
596;86;51C7H;6.0;92.0;S;E;10
701;32;NA9OO;10.0;92.0;S;E;10
1305;56;8D3TY;9.0;95.0;S;E;10
1283;59;RIKTX;9.0;99.0;S;E;10
170;47;Y1K5P;13.0;75.0;S;E;10
189;91;NV1VF;12.0;86.0;S;E;10
32;32;0052U;32.0;80.0;S;E;10
36;91;ZB8JO;25.0;87.0;S;E;10
775;6;AYYT9;15.0;93.0;S;E;10
379;5;PGLNM;13.0;95.0;S;E;10
80;84;DNKN9;17.0;94.0;S;E;10
426;32;CPWCR;20.0;97.0;S;E;10
493;57;3OE0K;35.0;75.0;S;E;10
1154;30;3H2JB;35.0;85.0;S;E;10
650;28;N4UXY;39.0;77.0;S;E;10
678;10;FQ14P;38.0;86.0;S;E;10
348;21;ULPMG;38.0;90.0;S;E;10
3344;40;J9CYI;26.0;98.0;S;E;10
2161;61;8A4GF;20.0;99.0;S;E;10
2106;24;EXWLL;36.0;99.0;S;E;10
1973;29;6C37W;38.0;98.0;S;E;10
1985;39;KX8JD;41.0;28.0;S;E;10
4557;43;LXDJ0;43.0;29.0;S;E;10
1948;20;DUYXL;41.0;30.0;N;E;10
1402;72;OMOLY;41.0;34.0;S;E;10
2829;39;7RM0B;40.0;36.0;S;E;10
2243;37;AWNZS;44.0;33.0;S;E;10
1552;21;S7N2Y;40.0;39.0;N;W;10
546;7;813YY;43.0;45.0;S;E;10
2179;44;J1D06;40.0;49.0;S;E;10
4954;27;FG6GW;43.0;49.0;S;E;10
2166;49;7WLKA;41.0;57.0;S;E;10
617;13;B4GD2;40.0;63.0;S;E;10
376;37;2C33W;43.0;55.0;S;E;10
1200;95;KLWWQ;41.0;76.0;S;E;10
694;49;OOJJX;42.0;98.0;S;E;10
1228;86;71X7E;43.0;78.0;N;E;10
486;67;DQP63;44.0;68.0;N;E;10
3784;67;XQJ5M;44.0;83.0;S;E;10
4875;33;NWDRZ;45.0;68.0;S;E;10
919;25;SGZC9;45.0;81.0;S;E;10
1493;86;RMC4J;45.0;95.0;S;W;10
2388;46;WG1GS;46.0;17.0;N;E;10
1061;61;BQBYJ;46.0;66.0;S;E;10
4583;76;NT6PP;46.0;91.0;S;E;10
331;13;BL2II;49.0;1.0;S;E;10
862;81;2G4FG;49.0;23.0;S;E;10
940;60;53RPH;51.0;20.0;S;W;10
268;60;3U27H;49.0;27.0;S;E;10
277;46;S2834;47.0;58.0;S;E;10
139;82;741WS;51.0;51.0;S;W;10
156;92;CYWKR;50.0;65.0;S;E;10
187;98;P5SRI;52.0;4.0;S;E;10
133;52;4NU5E;60.0;9.0;S;E;10
303;98;LXP8H;83.0;1.0;S;E;10
1037;67;GTKBJ;87.0;6.0;S;E;10
79;58;21RKK;71.0;13.0;N;E;10
